,Date Created,Number of Likes,Source of Tweet,Tweets
1042,2023-02-17 15:23:35+00:00,27472,,"Evolution requires PAIN. While others complain they do not feel happy enough, I’m happy I’m struggling. 

I don’t want to be happy. 

I want to be great. 

This is the beauty of life as a MAN."
1043,2023-02-17 13:52:30+00:00,11954,,"The universe gives it to everybody who genuinely tries.

Watch the full interview: https://t.co/Qqllnx3Std https://t.co/5gQIriCfTm"
1044,2023-02-17 12:36:16+00:00,105773,,"Be everywhere 15 mins early NO EXCUSES for an entire month. 

Guaranteed you’ll never be late for anything ever again. 

Being late - is disrespectful. If you wanna get far in life, you’ll meet important people. 

You can never, ever, ever, be late."
1045,2023-02-16 12:13:01+00:00,59091,,"I have seen on the Romanian News something very interesting.

We will see if the mainstream media will continue to try and keep it hidden.

My enemies will fail.

There's always courageous men who will look for the answers they seek.

I would never kill myself."
1046,2023-02-15 21:33:17+00:00,171714,,Their lies are collapsing
1047,2023-02-15 11:06:37+00:00,54240,,"And do not mix truth with falsehood, nor conceal the truth while you know.

Surah Al-Baqarah : 42"
1048,2023-02-14 19:15:49+00:00,11510,,"I can communicate and write to my students inside The Real World.

I can positively influence the world.

I can still change lives.

I am locked in a cell, for now.

But it could be worse.

I exist falsely imprisoned with a smile."
1049,2023-02-14 19:15:48+00:00,11839,,"Mindset is the solid foundation for any endeavor you may counter.

Mindset is what allows you to endure with a smile.

I am locked in a cell.

But my brother is still alive."
1050,2023-02-14 19:15:47+00:00,3404,,"And complaining isn’t going to fix a thing.
 
You're stranded in the ocean on a life raft. 

Blistering sun. No food. No water. No radio. No hope of rescue.
 
Now imagine the same situation without the life raft.
 
Which would you choose?"
1051,2023-02-14 19:15:47+00:00,3432,,"YEA BUT TATE WHAT IF THIS AND THAT?
 
Ok. Then would you prefer this and that OR this and that with the flu?
 
Done.
 
I’m trying to explain why I don’t care when people tell me they're sad or upset or stressed or burnt out.
 
I don’t care.
 
It could be worse. It isn’t."
1052,2023-02-14 19:15:46+00:00,3625,,"Present yourself two choices. Your current situation or a worse situation.
 
Sit and genuinely imagine the less favorable of the two.
 
Appreciate you have the better of the realities and press forward.
 
I’m sad - but I’m not on fire.

I’m stressed - but I have two arms."
1053,2023-02-14 19:15:46+00:00,20848,,"Would you choose to be sad or to be set on fire?

Stressed or to lose a limb?

Genuine question.
 
You have to ask yourself these questions because it’s very easy to frame yourself in a favorable position."
1054,2023-02-14 18:48:32+00:00,91289,,"I found a 4 meter stretch of empty cell.

250 laps is a kilometer.

2500 laps is ten kilometers.

It's snowing in Bucharest.

I open my window and put on all my clothes,

went deep into my imagination,

and finished a 10km stretch across the Arctic Tundra."
1055,2023-02-14 16:13:41+00:00,180979,,"There are two possible futures of the universe

One, they kill me

Two, I emerge as one of the most respected and influential men on the planet galvanized by false persecution

I ask my enemies to make a choice

I will stay awake tonight prepared for mortal combat

Send your best"
1056,2023-02-14 15:01:58+00:00,17649,,"Why ‘they’ want to destroy the baseline morality inside humans

Watch the full interview: https://t.co/KpyegZyjgP https://t.co/2Gdfa3qJBj"
1057,2023-02-14 11:24:59+00:00,48418,,"They’ve brainwashed you. 

That's why you can feel something isn’t quite right. 

Your soul, is fighting against the poison they’ve injected into your MIND. 

You must be true to yourself. 

Your masculine urge of conquest. Do not be defeated by apparition."
1058,2023-02-14 10:12:48+00:00,47291,,"Being broke, unconnected and weak should bother you deep inside. 

And only once it deeply bothers you, you will truly attempt to fix it."
1059,2023-02-13 15:42:28+00:00,35849,,"You are organized, fast and systemized. 

You stop doing things you know are a WASTE OF TIME. 

You stop acting based on the emotional whims of nobodies. 

Imagine that version of yourself. 

Imagine what that man accomplishes in ONE YEAR."
1060,2023-02-13 10:46:58+00:00,21786,,"There’s a universe where from today onwards you became the epitome of Professionalism. 

Every step is purposeful. 

Every move is quickly and efficiently calculated. 

Plan for 20 minutes, BOOM, DONE, EXECUTE IT."
1061,2023-02-13 09:18:40+00:00,24320,,"During dark times your soul is malleable enough to truly forge.

A broken heart leaves you disinterested in the external and obsessed with the internal.

Coupled with an iron mind you can reform your core. 

You decide if you emerge bitter. You decide if you emerge hard to kill."
1062,2023-02-12 19:50:26+00:00,37945,,"I find consolation in the fact

Every day it gets better for me and worse for them.

Nobody believes their lies."
1063,2023-02-12 16:28:07+00:00,52305,,"If you take pride in your work you’ll do a good job.    

Pride in your body you’ll be in good shape.    

Take pride in yourself and you’ll be a good person.    

Losers preach humility - you need less of that.    

More PRIDE."
1064,2023-02-12 12:55:09+00:00,38680,,"Stick to your word even if there is zero foreseeable benefit for doing so. 

It’s always worth it, in the end."
1065,2023-02-12 10:54:33+00:00,9545,,"What's the purpose of life?

Watch the full interview: https://t.co/XXmgUvrbZB https://t.co/srEJZIkSqS"
1066,2023-02-12 09:19:15+00:00,35380,,"Why do you wake up in the morning? 

Because you HAVE to? Or because you’re too excited to sleep?"
1067,2023-02-11 20:49:12+00:00,301528,,"Lock yourself in your bathroom without your phone or laptop and try to sit for an hour.

I'm at day 43 and counting.

I almost cried today.

Almost."
1068,2023-02-11 16:31:43+00:00,17190,,You're getting closer to The Truth
1069,2023-02-11 15:11:24+00:00,40276,,"Life is about love. 

Think of the happiest times of your life - Love."
1070,2023-02-11 13:54:17+00:00,27213,,"You've been given another day of life. How will you use it? 

Will you wait until tomorrow as you've done for years...or DECIDE today is the day you commit to excellence?"
1071,2023-02-11 12:15:21+00:00,17223,,"The world pushes narratives on you to make you weak and poor.    

Tricking you to give all of your power to external sources.    

STOP THIS.    

Use your mind to control the narrative of your reality.    

Give power to yourself."
1072,2023-02-11 10:35:14+00:00,91161,,"Men need war to grow. 

And friends to go to war with."
1073,2023-02-11 08:43:52+00:00,18037,,"Why do they think there’s something wrong with masculine men?

Watch the full interview: https://t.co/OGAogXPnJP https://t.co/pTfyAVrKhC"
1074,2023-02-10 18:52:18+00:00,22759,,"Stress tolerance is the best indicator of a person’s likelihood of success. 

Success is always stressful. Always.

Most people either panic under stress or disassociate. 

The elite can stay focused on the task and convert stress into power."
1075,2023-02-10 17:35:45+00:00,61241,,"""Allah wants to lighten for you your difficulties, and mankind was created weak.""

Quran [04:28]"
1076,2023-02-10 16:18:11+00:00,6009,,"This is one of the daily emails I send from unjust imprisonment.

You can receive them daily here:
https://t.co/eXbpf0DNDu"
1077,2023-02-10 16:18:11+00:00,12172,,"There was no way to avoid what has happened to me.

You cannot just become it without attracting the haters,

The attacks.

You cannot become a world influence without creating very powerful enemies.

I will be freed when the truth comes to light."
1078,2023-02-10 16:18:10+00:00,8439,,"Everyone is too afraid to lose,

To ever win.

You cannot just become a billionaire from government housing,

You cannot just become the most googled man on the planet,

Without a reaction."
1079,2023-02-10 16:18:10+00:00,42717,,"Everybody wishes they were me when I'm in my Bugatti.

But no one wishes they were me when I'm incarcerated.

Newton's Third Law.

For every action, there is an equal and opposite reaction.

Exceptional doesn't always mean good, it means far from average."
1080,2023-02-10 15:10:45+00:00,34675,,"How good are you on your worst day? 

Are you good enough on your worst day to beat your opponents on their best day? 

THIS is the key to unlimited success."
1081,2023-02-10 13:20:16+00:00,45576,,Fundamentally people desire the truth and the truth is on my side.
1082,2023-02-10 11:25:47+00:00,19648,,"Mental fragility is promoted at every opportunity and people wonder why depression increases.  

Because it’s taboo to tell people to think stronger, be stronger or act stronger.  

We’re told to cave instantly to all of our emotions all of the time.  

It’s dangerous."
1083,2023-02-10 08:32:28+00:00,35585,,"Dubai is unbeatable in the modern world.

Watch the full interview: https://t.co/hdovsdGWtn https://t.co/cUWBGDXJbg"
1084,2023-02-09 21:16:19+00:00,137841,,"I am one of the richest and most influential men on the face of planet earth.

While the forces of evil attack me,

Everyone who defends me by speaking the truth will be monumentally rewarded."
1085,2023-02-09 19:59:59+00:00,4042,,"This is one of the daily emails I send from unjust imprisonment.

You can receive them daily here:
https://t.co/eXbpf0DNDu"
1086,2023-02-09 19:59:59+00:00,8504,,"The summit calls you.

I am here to remind you,

CLIMB."
1087,2023-02-09 19:59:58+00:00,5146,,"Do not be afraid of the storm, do not recoil at the cold's bite.

You will find comfort in your suffering when you know it's towards greatness.

When you know it will equip your bloodline with lessons and knowledge which will carry through generations."
1088,2023-02-09 19:59:58+00:00,2422,,"But I know, it would have been suffering just the same as in this cell.

You have a choice on how you decide to suffer.

Suffer in mediocrity or suffer in the climb to greatness.

There is a reason most heroes have spent some time inside a cell."
1089,2023-02-09 19:59:57+00:00,2103,,"I have made my choice.

I could have stopped at my first world title belt.

I could have stopped at my first million, stopped at my first ten or hundred.

I could have stopped speaking out against The Matrix, stopped freeing minds, and retired with my millions and family."
1090,2023-02-09 19:59:57+00:00,1744,,"We will all suffer, but it's your choice how you wish to suffer.

You can suffer with the thought of what it might be like at the summit peaks, 

suffer with the question of how far you'd be now if you never stopped climbing.

Or you can suffer in the bitter cold and thin air."
1091,2023-02-09 19:59:56+00:00,2001,,"Most men give up,

They simply do not have the willpower to attempt the summit.

They do not want any more of the bitter cold and freezing wind.

They find small pockets of comfort and do not travel any further.

I did not shut my mouth.

I refuse to stop climbing."
1092,2023-02-09 19:59:56+00:00,14553,,"During the climb to the top echelons of human existence there is chaos.

As you climb higher, the storm becomes stronger.

The air becomes thinner.

Everyone climbs Wudan, LIFE is climbing Wudan, but everyone stops at different heights."
